Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum
2013,1,2,7,4,2013-02-07,WN,19393,WN,N294WN,1158,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,13232,1323202,30977,MDW,"Chicago, IL",IL,17.0,Illinois,41,820,828.0,8.0,8.0,0.0,0.0,0800-0859,15.0,843.0,1226.0,6.0,1240,1232.0,-8.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,200.0,184.0,163.0,1.0,1444.0,6,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,4,10,21,3,2009-10-21,MQ,20398,MQ,N627MQ,4099,13367,1336701,33367,MLI,"Moline, IL",IL,17.0,Illinois,41,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,600,555.0,-5.0,0.0,0.0,-1.0,0600-0659,13.0,608.0,636.0,5.0,645,641.0,-4.0,0.0,0.0,-1.0,0600-0659,0.0,,0.0,45.0,46.0,28.0,1.0,139.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1,2,26,3,2020-02-26,WN,19393,WN,N7880D,2113,14893,1489302,33192,SMF,"Sacramento, CA",CA,6.0,California,91,14747,1474703,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,1800,1755.0,-5.0,0.0,0.0,-1.0,1800-1859,18.0,1813.0,1944.0,5.0,2000,1949.0,-11.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,120.0,114.0,91.0,1.0,605.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,3,9,30,5,1988-09-30,PI,19822,PI,,778,11057,1105702,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,15412,1541201,35412,TYS,"Knoxville, TN",TN,47.0,Tennessee,54,2047,2056.0,9.0,9.0,0.0,0.0,2000-2059,,,,,2137,2154.0,17.0,17.0,1.0,1.0,2100-2159,0.0,,0.0,50.0,58.0,,1.0,177.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,2,5,4,5,1990-05-04,AA,19805,AA,,1343,13303,1330302,32467,MIA,"Miami, FL",FL,12.0,Florida,33,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,830,852.0,22.0,22.0,1.0,1.0,0800-0859,,,,,1037,1049.0,12.0,12.0,0.0,0.0,1000-1059,0.0,,0.0,187.0,177.0,,1.0,1197.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,3,9,23,6,2000-09-23,UA,19977,UA,N369UA,2403,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,13891,1389101,32575,ONT,"Ontario, CA",CA,6.0,California,91,1930,1928.0,-2.0,0.0,0.0,-1.0,1900-1959,15.0,1943.0,2038.0,3.0,2043,2041.0,-2.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,73.0,73.0,55.0,1.0,363.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,1,11,2,2011-01-11,US,20355,US,,1789,11057,1105702,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,12889,1288902,32211,LAS,"Las Vegas, NV",NV,32.0,Nevada,85,1120,,,,,,1100-1159,,,,,1312,,,,,,1300-1359,1.0,C,0.0,292.0,,,1.0,1916.0,8,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,2,4,2,5,1993-04-02,DL,19790,DL,,290,11823,1182301,31823,FWA,"Fort Wayne, IN",IN,18.0,Indiana,42,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1255,1320.0,25.0,25.0,1.0,1.0,1200-1259,,,,,1429,1450.0,21.0,21.0,1.0,1.0,1400-1459,0.0,,0.0,94.0,90.0,,1.0,508.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1,2,16,5,1990-02-16,US,20355,US,,184,13303,1330302,32467,MIA,"Miami, FL",FL,12.0,Florida,33,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,1420,1531.0,71.0,71.0,1.0,4.0,1400-1459,,,,,1704,1839.0,95.0,95.0,1.0,6.0,1700-1759,0.0,,0.0,164.0,188.0,,1.0,1013.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,1,3,26,5,2004-03-26,WN,19393,WN,N652SW,780,13232,1323201,30977,MDW,"Chicago, IL",IL,17.0,Illinois,41,14492,1449201,34492,RDU,"Raleigh/Durham, NC",NC,37.0,North Carolina,36,2005,2035.0,30.0,30.0,1.0,2.0,2000-2059,15.0,2050.0,2315.0,5.0,2250,2320.0,30.0,30.0,1.0,2.0,2200-2259,0.0,,0.0,105.0,105.0,85.0,1.0,632.0,3,0.0,0.0,0.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,1,4,2,2005-01-04,DL,19790,DL,N6712B,2058,15304,1530401,33195,TPA,"Tampa, FL",FL,12.0,Florida,33,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,1840,1906.0,26.0,26.0,1.0,1.0,1800-1859,18.0,1924.0,2128.0,9.0,2054,2137.0,43.0,43.0,1.0,2.0,2000-2059,0.0,,0.0,314.0,331.0,304.0,1.0,2158.0,9,23.0,0.0,17.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,4,12,25,2,2001-12-25,UA,19977,UA,N5651,457,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,14679,1467902,33570,SAN,"San Diego, CA",CA,6.0,California,91,1210,1211.0,1.0,1.0,0.0,0.0,1200-1259,11.0,1222.0,1312.0,3.0,1325,1315.0,-10.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,135.0,124.0,110.0,1.0,853.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,4,11,14,3,2018-11-14,OH,20397,OH,N589NN,5551,11057,1105703,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,11996,1199603,31871,GSP,"Greer, SC",SC,45.0,South Carolina,37,1624,1624.0,0.0,0.0,0.0,0.0,1600-1659,18.0,1642.0,1702.0,4.0,1714,1706.0,-8.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,50.0,42.0,20.0,1.0,75.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,4,11,15,6,2014-11-15,WN,19393,WN,N216WR,2840,11697,1169703,32467,FLL,"Fort Lauderdale, FL",FL,12.0,Florida,33,10821,1082103,30852,BWI,"Baltimore, MD",MD,24.0,Maryland,35,1200,1157.0,-3.0,0.0,0.0,-1.0,1200-1259,15.0,1212.0,1421.0,4.0,1440,1425.0,-15.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,160.0,148.0,129.0,1.0,925.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,12,19,4,2019-12-19,YX,20452,YX,N443YX,4559,11066,1106606,31066,CMH,"Columbus, OH",OH,39.0,Ohio,44,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,825,819.0,-6.0,0.0,0.0,-1.0,0800-0859,31.0,850.0,1000.0,4.0,959,1004.0,5.0,5.0,0.0,0.0,0900-0959,0.0,,0.0,94.0,105.0,70.0,1.0,406.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2,5,7,3,2003-05-07,XE,20374,RU,N24103,2183,12951,1295101,32951,LFT,"Lafayette, LA",LA,22.0,Louisiana,72,12266,1226602,31453,IAH,"Houston, TX",TX,48.0,Texas,74,600,600.0,0.0,0.0,0.0,0.0,0600-0659,9.0,609.0,648.0,5.0,700,653.0,-7.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,60.0,53.0,39.0,1.0,201.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2,6,27,1,2005-06-27,OO,20304,OO,N226SW,6121,14689,1468901,34689,SBA,"Santa Barbara, CA",CA,6.0,California,91,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,800,752.0,-8.0,0.0,0.0,-1.0,0800-0859,8.0,800.0,829.0,5.0,846,834.0,-12.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,46.0,42.0,29.0,1.0,89.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,3,9,15,7,1991-09-15,CO,19704,CO,,262,11042,1104201,30647,CLE,"Cleveland, OH",OH,39.0,Ohio,44,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,821,821.0,0.0,0.0,0.0,0.0,0800-0859,,,,,945,943.0,-2.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,84.0,82.0,,1.0,363.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,4,11,21,4,2013-11-21,EV,20366,EV,N908EV,2522,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,14814,1481402,30476,SHV,"Shreveport, LA",LA,22.0,Louisiana,72,1840,2132.0,172.0,172.0,1.0,11.0,1800-1859,17.0,2149.0,2221.0,6.0,1935,2227.0,172.0,172.0,1.0,11.0,1900-1959,0.0,,0.0,55.0,55.0,32.0,1.0,190.0,1,23.0,0.0,0.0,0.0,149.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,2,6,8,7,1997-06-08,UA,19977,UA,N554UA,1116,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,1245,1257.0,12.0,12.0,0.0,0.0,1200-1259,19.0,1316.0,1618.0,10.0,1613,1628.0,15.0,15.0,1.0,1.0,1600-1659,0.0,,0.0,148.0,151.0,122.0,1.0,967.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,3,30,7,2003-03-30,FL,20437,FL,N849AT,89,14492,1449201,34492,RDU,"Raleigh/Durham, NC",NC,37.0,North Carolina,36,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,615,610.0,-5.0,0.0,0.0,-1.0,0600-0659,8.0,618.0,725.0,5.0,735,730.0,-5.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,80.0,80.0,67.0,1.0,356.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,9,25,4,2008-09-25,9E,20363,9E,89389E,4759,14492,1449201,34492,RDU,"Raleigh/Durham, NC",NC,37.0,North Carolina,36,12339,1233903,32337,IND,"Indianapolis, IN",IN,18.0,Indiana,42,955,949.0,-6.0,0.0,0.0,-1.0,0900-0959,14.0,1003.0,1121.0,9.0,1140,1130.0,-10.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,105.0,101.0,78.0,1.0,489.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,2,6,6,3,1990-06-06,EA,19707,EA,,824,11292,1129201,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1200,1200.0,0.0,0.0,0.0,0.0,1200-1259,,,,,1705,1653.0,-12.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,185.0,173.0,,1.0,1208.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,5,23,4,2002-05-23,WN,19393,WN,N684,1619,12889,1288902,32211,LAS,"Las Vegas, NV",NV,32.0,Nevada,85,15376,1537601,30436,TUS,"Tucson, AZ",AZ,4.0,Arizona,81,1520,1525.0,5.0,5.0,0.0,0.0,1500-1559,20.0,1545.0,1640.0,5.0,1635,1645.0,10.0,10.0,0.0,0.0,1600-1659,0.0,,0.0,75.0,80.0,55.0,1.0,365.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,4,11,26,2,2013-11-26,UA,19977,UA,N37408,1290,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,1312,1319.0,7.0,7.0,0.0,0.0,1300-1359,12.0,1331.0,1433.0,6.0,1450,1439.0,-11.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,158.0,140.0,122.0,1.0,888.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,3,24,7,2002-03-24,CO,19704,CO,N33714,1539,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,12266,1226602,31453,IAH,"Houston, TX",TX,48.0,Texas,74,55,54.0,-1.0,0.0,0.0,-1.0,0001-0559,10.0,104.0,603.0,5.0,625,608.0,-17.0,0.0,0.0,-2.0,0600-0659,0.0,,0.0,210.0,194.0,179.0,1.0,1635.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,4,10,28,4,2004-10-28,DL,19790,DL,N325DL,232,10781,1078101,30781,BTR,"Baton Rouge, LA",LA,22.0,Louisiana,72,10397,1039703,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1815,1912.0,57.0,57.0,1.0,3.0,1800-1859,17.0,1929.0,2141.0,9.0,2044,2150.0,66.0,66.0,1.0,4.0,2000-2059,0.0,,0.0,89.0,98.0,72.0,1.0,449.0,2,57.0,0.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,1,13,7,2008-01-13,XE,20374,XE,N16951,2756,11618,1161801,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,10599,1059902,30599,BHM,"Birmingham, AL",AL,1.0,Alabama,51,1940,1934.0,-6.0,0.0,0.0,-1.0,1900-1959,37.0,2011.0,2128.0,4.0,2142,2132.0,-10.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,182.0,178.0,137.0,1.0,850.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2,4,10,7,2005-04-10,WN,19393,WN,N735,375,10140,1014001,30140,ABQ,"Albuquerque, NM",NM,35.0,New Mexico,86,11259,1125902,30194,DAL,"Dallas, TX",TX,48.0,Texas,74,2025,2105.0,40.0,40.0,1.0,2.0,2000-2059,5.0,2110.0,2320.0,5.0,2255,2325.0,30.0,30.0,1.0,2.0,2200-2259,0.0,,0.0,90.0,80.0,70.0,1.0,580.0,3,0.0,0.0,0.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,2,6,18,3,1997-06-18,TW,20211,TW,N976Z,658,15016,1501601,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,12451,1245101,31136,JAX,"Jacksonville, FL",FL,12.0,Florida,33,1330,1330.0,0.0,0.0,0.0,0.0,1300-1359,26.0,1356.0,1636.0,6.0,1638,1642.0,4.0,4.0,0.0,0.0,1600-1659,0.0,,0.0,128.0,132.0,100.0,1.0,753.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,4,11,19,2,2013-11-19,OO,20304,OO,N217AG,3463,13891,1389101,32575,ONT,"Ontario, CA",CA,6.0,California,91,14057,1405702,34057,PDX,"Portland, OR",OR,41.0,Oregon,92,955,944.0,-11.0,0.0,0.0,-1.0,0900-0959,9.0,953.0,1157.0,6.0,1212,1203.0,-9.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,137.0,139.0,124.0,1.0,838.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,2,6,6,6,1998-06-06,WN,19393,WN,N366,1442,14679,1467902,33570,SAN,"San Diego, CA",CA,6.0,California,91,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,835,835.0,0.0,0.0,0.0,0.0,0800-0859,7.0,842.0,928.0,3.0,940,931.0,-9.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,65.0,56.0,46.0,1.0,304.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,4,12,12,5,2003-12-12,US,20355,US,N748UW,135,14307,1430701,30721,PVD,"Providence, RI",RI,44.0,Rhode Island,15,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42.0,Pennsylvania,23,1510,1502.0,-8.0,0.0,0.0,-1.0,1500-1559,13.0,1515.0,1643.0,17.0,1647,1700.0,13.0,13.0,0.0,0.0,1600-1659,0.0,,0.0,97.0,118.0,88.0,1.0,467.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,1,3,13,5,1992-03-13,AS,19930,AS,,143,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,14747,1474702,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,710,710.0,0.0,0.0,0.0,0.0,0700-0759,,,,,915,900.0,-15.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,125.0,110.0,,1.0,679.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,11,4,2016-02-11,DL,19790,DL,N368NB,2166,12478,1247803,31703,JFK,"New York, NY",NY,36.0,New York,22,10721,1072102,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,900,855.0,-5.0,0.0,0.0,-1.0,0900-0959,46.0,941.0,1019.0,6.0,1017,1025.0,8.0,8.0,0.0,0.0,1000-1059,0.0,,0.0,77.0,90.0,38.0,1.0,187.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,6,26,2,2018-06-26,9E,20363,9E,N319PQ,3507,12478,1247805,31703,JFK,"New York, NY",NY,36.0,New York,22,11278,1127805,30852,DCA,"Washington, DC",VA,51.0,Virginia,38,1450,1444.0,-6.0,0.0,0.0,-1.0,1400-1459,29.0,1513.0,1555.0,5.0,1625,1600.0,-25.0,0.0,0.0,-2.0,1600-1659,0.0,,0.0,95.0,76.0,42.0,1.0,213.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1,1,31,5,1997-01-31,AA,19805,AA,N483AA,641,13495,1349501,33495,MSY,"New Orleans, LA",LA,22.0,Louisiana,72,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,0,1245.0,-2.0,0.0,0.0,-1.0,0001-0559,12.0,1257.0,1405.0,6.0,0,1411.0,-9.0,0.0,0.0,-1.0,0001-0559,0.0,,0.0,93.0,86.0,68.0,1.0,448.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,2,6,25,6,1988-06-25,UA,19977,UA,,470,11292,1129201,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,15016,1501601,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,1503,1521.0,18.0,18.0,1.0,1.0,1500-1559,,,,,1807,1830.0,23.0,23.0,1.0,1.0,1800-1859,0.0,,0.0,124.0,129.0,,1.0,781.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,1,2,3,5,2012-02-03,WN,19393,WN,N434WN,1421,14893,1489302,33192,SMF,"Sacramento, CA",CA,6.0,California,91,10800,1080003,32575,BUR,"Burbank, CA",CA,6.0,California,91,610,609.0,-1.0,0.0,0.0,-1.0,0600-0659,9.0,618.0,713.0,2.0,725,715.0,-10.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,75.0,66.0,55.0,1.0,358.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,5,6,5,2011-05-06,WN,19393,WN,N607SW,2009,11259,1125902,30194,DAL,"Dallas, TX",TX,48.0,Texas,74,10140,1014001,30140,ABQ,"Albuquerque, NM",NM,35.0,New Mexico,86,645,646.0,1.0,1.0,0.0,0.0,0600-0659,11.0,657.0,728.0,3.0,730,731.0,1.0,1.0,0.0,0.0,0700-0759,0.0,,0.0,105.0,105.0,91.0,1.0,580.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,4,12,20,7,1998-12-20,NW,19386,NW,N9330,961,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,11003,1100302,31003,CID,"Cedar Rapids/Iowa City, IA",IA,19.0,Iowa,61,2020,2127.0,67.0,67.0,1.0,4.0,2000-2059,10.0,2137.0,2217.0,4.0,2125,2221.0,56.0,56.0,1.0,3.0,2100-2159,0.0,,0.0,65.0,54.0,40.0,1.0,221.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,1,2,26,6,2000-02-26,DL,19790,DL,N909DE,252,10599,1059902,30599,BHM,"Birmingham, AL",AL,1.0,Alabama,51,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,535,531.0,-4.0,0.0,0.0,-1.0,0001-0559,10.0,541.0,707.0,7.0,730,714.0,-16.0,0.0,0.0,-2.0,0700-0759,0.0,,0.0,55.0,43.0,26.0,1.0,134.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,4,12,22,4,1994-12-22,UA,19977,UA,,739,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,14831,1483101,32457,SJC,"San Jose, CA",CA,6.0,California,91,1715,1718.0,3.0,3.0,0.0,0.0,1700-1759,,,,,1844,1831.0,-13.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,149.0,133.0,,1.0,949.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,4,3,2,2012-04-03,UA,19977,UA,N36447,1286,14057,1405702,34057,PDX,"Portland, OR",OR,41.0,Oregon,92,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,839,832.0,-7.0,0.0,0.0,-1.0,0800-0859,11.0,843.0,1016.0,48.0,1036,1104.0,28.0,28.0,1.0,1.0,1000-1059,0.0,,0.0,117.0,152.0,93.0,1.0,550.0,3,0.0,0.0,28.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,9,1,6,2007-09-01,CO,19704,CO,N14654,516,11618,1161801,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,13495,1349501,33495,MSY,"New Orleans, LA",LA,22.0,Louisiana,72,1320,1319.0,-1.0,0.0,0.0,-1.0,1300-1359,14.0,1333.0,1517.0,3.0,1529,1520.0,-9.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,189.0,181.0,164.0,1.0,1167.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,3,8,7,4,1997-08-07,NW,19386,NW,N916RW,241,11697,1169702,32467,FLL,"Fort Lauderdale, FL",FL,12.0,Florida,33,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,1005,1000.0,-5.0,0.0,0.0,-1.0,1000-1059,15.0,1015.0,1254.0,15.0,1258,1309.0,11.0,11.0,0.0,0.0,1200-1259,0.0,,0.0,173.0,189.0,159.0,1.0,1127.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,3,8,31,4,2000-08-31,AA,19805,AA,N453AA,2855,14831,1483101,32457,SJC,"San Jose, CA",CA,6.0,California,91,12889,1288902,32211,LAS,"Las Vegas, NV",NV,32.0,Nevada,85,1815,1811.0,-4.0,0.0,0.0,-1.0,1800-1859,15.0,1826.0,1928.0,6.0,1936,1934.0,-2.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,81.0,83.0,62.0,1.0,387.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,3,7,22,2,1997-07-22,DL,19790,DL,N760DH,217,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,920,926.0,6.0,6.0,0.0,0.0,0900-0959,16.0,942.0,1042.0,8.0,1106,1050.0,-16.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,286.0,264.0,240.0,1.0,2139.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
